source_id,prong,topic_cluster,source_title_or_owner,url,format,source_category,source_level,holistika_reliability_score,external_perceived_credibility_score,control_confidence_level,decision_use,notes
SRC-I100-INT-0011,BL-TECH,i100_harmonization,advisor-4-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.counterparty-brief.md
SRC-I100-INT-0012,BL-TECH,i100_harmonization,advisor-4-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.deck.md
SRC-I100-INT-0013,BL-TECH,i100_harmonization,advisor-4-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.objections.md
SRC-I100-INT-0014,BL-TECH,i100_harmonization,enisa-8-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.counterparty-brief.md
SRC-I100-INT-0015,BL-TECH,i100_harmonization,enisa-8-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.deck.md
SRC-I100-INT-0016,BL-TECH,i100_harmonization,enisa-8-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.objections.md
SRC-I100-INT-0017,BL-TECH,i100_harmonization,investor-12-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.counterparty-brief.md
SRC-I100-INT-0018,BL-TECH,i100_harmonization,investor-12-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.deck.md
SRC-I100-INT-0019,BL-TECH,i100_harmonization,investor-12-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.objections.md
SRC-I100-INT-0020,BL-TECH,i100_harmonization,partner-6-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.counterparty-brief.md
SRC-I100-INT-0021,BL-TECH,i100_harmonization,partner-6-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.deck.md
SRC-I100-INT-0022,BL-TECH,i100_harmonization,partner-6-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.objections.md
SRC-I100-INT-0023,BL-TECH,i100_harmonization,recruiter-6-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.counterparty-brief.md
SRC-I100-INT-0024,BL-TECH,i100_harmonization,recruiter-6-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.deck.md
SRC-I100-INT-0025,BL-TECH,i100_harmonization,recruiter-6-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.objections.md
SRC-I100-INT-0026,BL-TECH,i100_harmonization,sales-8-slide.counterparty-brief.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.counterparty-brief.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.counterparty-brief.md
SRC-I100-INT-0027,BL-TECH,i100_harmonization,sales-8-slide.deck.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.deck.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.deck.md
SRC-I100-INT-0028,BL-TECH,i100_harmonization,sales-8-slide.objections.md,docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.objections.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.objections.md
SRC-I100-INT-0029,BL-TECH,i100_harmonization,EMAIL_SIGNATURES.md,docs/references/hlk/v3.0/_assets/advops/shared/email-signatures/EMAIL_SIGNATURES.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/email-signatures/EMAIL_SIGNATURES.md
SRC-I100-INT-0030,BL-TECH,i100_harmonization,ENGAGEMENT_PLAYBOOK.md,docs/references/hlk/v3.0/_assets/advops/shared/engagement/ENGAGEMENT_PLAYBOOK.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/engagement/ENGAGEMENT_PLAYBOOK.md
SRC-I100-INT-0031,BL-TECH,i100_harmonization,ONBOARDING_KIT.md,docs/references/hlk/v3.0/_assets/advops/shared/onboarding/ONBOARDING_KIT.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/onboarding/ONBOARDING_KIT.md
SRC-I100-INT-0032,BL-TECH,i100_harmonization,PRESS_KIT.md,docs/references/hlk/v3.0/_assets/advops/shared/press-kit/PRESS_KIT.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/press-kit/PRESS_KIT.md
SRC-I100-INT-0033,BL-TECH,i100_harmonization,PROPOSAL_TEMPLATE.md,docs/references/hlk/v3.0/_assets/advops/shared/proposals/PROPOSAL_TEMPLATE.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/proposals/PROPOSAL_TEMPLATE.md
SRC-I100-INT-0034,BL-TECH,i100_harmonization,SEQUENCE_TEMPLATES.md,docs/references/hlk/v3.0/_assets/advops/shared/sequences/SEQUENCE_TEMPLATES.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/advops/shared/sequences/SEQUENCE_TEMPLATES.md
SRC-I100-INT-0035,BL-TECH,i100_harmonization,VISUAL_km_pilot_001.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_001.manifest.md
SRC-I100-INT-0036,BL-TECH,i100_harmonization,VISUAL_km_pilot_001.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_001.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_001.md
SRC-I100-INT-0037,BL-TECH,i100_harmonization,VISUAL_km_pilot_002.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_002.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_002.manifest.md
SRC-I100-INT-0038,BL-TECH,i100_harmonization,VISUAL_km_pilot_002.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_002.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_002.md
SRC-I100-INT-0039,BL-TECH,i100_harmonization,VISUAL_km_pilot_003.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_003.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_003.manifest.md
SRC-I100-INT-0040,BL-TECH,i100_harmonization,VISUAL_km_pilot_003.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_003.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_003.md
SRC-I100-INT-0041,BL-TECH,i100_harmonization,VISUAL_km_pilot_004.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_004.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_004.manifest.md
SRC-I100-INT-0042,BL-TECH,i100_harmonization,VISUAL_km_pilot_004.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_004.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_004.md
SRC-I100-INT-0043,BL-TECH,i100_harmonization,VISUAL_km_pilot_005.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_005.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_005.manifest.md
SRC-I100-INT-0044,BL-TECH,i100_harmonization,VISUAL_km_pilot_005.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_005.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_005.md
SRC-I100-INT-0045,BL-TECH,i100_harmonization,VISUAL_km_pilot_006.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_006.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_006.manifest.md
SRC-I100-INT-0046,BL-TECH,i100_harmonization,VISUAL_km_pilot_006.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_006.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_006.md
SRC-I100-INT-0047,BL-TECH,i100_harmonization,VISUAL_km_pilot_007.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_007.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_007.manifest.md
SRC-I100-INT-0048,BL-TECH,i100_harmonization,VISUAL_km_pilot_007.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_007.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_007.md
SRC-I100-INT-0049,BL-TECH,i100_harmonization,VISUAL_km_pilot_008.manifest.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_008.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_008.manifest.md
SRC-I100-INT-0050,BL-TECH,i100_harmonization,VISUAL_km_pilot_008.md,docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_008.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/km-pilot/VISUAL_km_pilot_008.md
SRC-I100-INT-0051,BL-TECH,i100_harmonization,estimation-template.md,docs/references/hlk/v3.0/_assets/operations/shared/engagement/estimation/estimation-template.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/operations/shared/engagement/estimation/estimation-template.md
SRC-I100-INT-0052,BL-TECH,i100_harmonization,SOP-INITIATIVE_GOVERNANCE_001.manifest.md,docs/references/hlk/v3.0/_assets/pmo/SOP-INITIATIVE_GOVERNANCE_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/pmo/SOP-INITIATIVE_GOVERNANCE_001.manifest.md
SRC-I100-INT-0053,BL-TECH,i100_harmonization,SOP-INITIATIVE_PROCESS_HARMONISATION_001.manifest.md,docs/references/hlk/v3.0/_assets/pmo/SOP-INITIATIVE_PROCESS_HARMONISATION_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/pmo/SOP-INITIATIVE_PROCESS_HARMONISATION_001.manifest.md
SRC-I100-INT-0054,BL-TECH,i100_harmonization,README.md,docs/references/hlk/v3.0/_assets/README.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/README.md
SRC-I100-INT-0055,BL-TECH,i100_harmonization,topic_kirbe_billing_plane_routing.manifest.md,docs/references/hlk/v3.0/_assets/techops/PRJ-HOL-KIR-2026/topic_kirbe_billing_plane_routing/topic_kirbe_billing_plane_routing.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/techops/PRJ-HOL-KIR-2026/topic_kirbe_billing_plane_routing/topic_kirbe_billing_plane_routing.manifest.md
SRC-I100-INT-0056,BL-TECH,i100_harmonization,topic_kirbe_billing_plane_routing.md,docs/references/hlk/v3.0/_assets/techops/PRJ-HOL-KIR-2026/topic_kirbe_billing_plane_routing/topic_kirbe_billing_plane_routing.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/techops/PRJ-HOL-KIR-2026/topic_kirbe_billing_plane_routing/topic_kirbe_billing_plane_routing.md
SRC-I100-INT-0057,BL-TECH,i100_harmonization,SOP-CROSS_REPO_SCHEMA_PROPAGATION_001.manifest.md,docs/references/hlk/v3.0/_assets/techops/SOP-CROSS_REPO_SCHEMA_PROPAGATION_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/techops/SOP-CROSS_REPO_SCHEMA_PROPAGATION_001.manifest.md
SRC-I100-INT-0058,BL-TECH,i100_harmonization,SOP-EXTERNAL_REPO_BLESSING_001.manifest.md,docs/references/hlk/v3.0/_assets/techops/SOP-EXTERNAL_REPO_BLESSING_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/techops/SOP-EXTERNAL_REPO_BLESSING_001.manifest.md
SRC-I100-INT-0059,BL-TECH,i100_harmonization,SOP-EXTERNAL_REPO_DRIFT_REMEDIATION_001.manifest.md,docs/references/hlk/v3.0/_assets/techops/SOP-EXTERNAL_REPO_DRIFT_REMEDIATION_001.manifest.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/techops/SOP-EXTERNAL_REPO_DRIFT_REMEDIATION_001.manifest.md
SRC-I100-INT-0060,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-ADVISOR-REFERRAL/CHAN-EMAIL-INBOUND/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-ADVISOR-REFERRAL/CHAN-EMAIL-INBOUND/intro_message_es.md
SRC-I100-INT-0061,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-CUSTOMER-KIRBE-PROSPECT/CHAN-WEB-FORM/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-CUSTOMER-KIRBE-PROSPECT/CHAN-WEB-FORM/intro_message_en.md
SRC-I100-INT-0062,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-CUSTOMER-KIRBE-PROSPECT/CHAN-WEB-FORM/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-CUSTOMER-KIRBE-PROSPECT/CHAN-WEB-FORM/intro_message_es.md
SRC-I100-INT-0063,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-IDEA-PROPOSER/CHAN-DIRECT-DM/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-IDEA-PROPOSER/CHAN-DIRECT-DM/intro_message_en.md
SRC-I100-INT-0064,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-IDEA-PROPOSER/CHAN-DIRECT-DM/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-IDEA-PROPOSER/CHAN-DIRECT-DM/intro_message_es.md
SRC-I100-INT-0065,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-COLD/CHAN-LINKEDIN-DM/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-COLD/CHAN-LINKEDIN-DM/intro_message_en.md
SRC-I100-INT-0066,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-COLD/CHAN-LINKEDIN-DM/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-COLD/CHAN-LINKEDIN-DM/intro_message_es.md
SRC-I100-INT-0067,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-WARM/CHAN-EMAIL-INBOUND/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-WARM/CHAN-EMAIL-INBOUND/intro_message_en.md
SRC-I100-INT-0068,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-WARM/CHAN-EMAIL-INBOUND/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-INVESTOR-WARM/CHAN-EMAIL-INBOUND/intro_message_es.md
SRC-I100-INT-0069,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-PARTNER-JOINT-EQUITY/CHAN-EMAIL-INBOUND/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-PARTNER-JOINT-EQUITY/CHAN-EMAIL-INBOUND/intro_message_en.md
SRC-I100-INT-0070,BL-TECH,i100_harmonization,intro_message_es.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-PARTNER-JOINT-EQUITY/CHAN-EMAIL-INBOUND/intro_message_es.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-PARTNER-JOINT-EQUITY/CHAN-EMAIL-INBOUND/intro_message_es.md
SRC-I100-INT-0071,BL-TECH,i100_harmonization,intro_message_en.md,docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-TALENT-INBOUND/CHAN-WEB-FORM/intro_message_en.md,internal_canonical,CORPINT,5.1,5,2,Safe,def-lab-platform-harmonization,I100 harmonization internal census; path=docs/references/hlk/v3.0/_assets/touchpoint-kit/PERSONA-TALENT-INBOUND/CHAN-WEB-FORM/intro_message_en.md
