governance_id,csv_path,owning_area,owning_role,asset_class,plane1_validator,plane1_in_validate_hlk,plane2_mirror_table,plane2_sync_policy,plane2_emit_profile,plane2_workflow_paths,precedence_registered,canonical_registry_id,mirror_ddl_migration,enum_parity_required,delete_reconcile_pk,last_review,last_review_decision_id,status,notes
gov_data_governance_rpa_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/RPA_ADAPTER_REGISTRY.csv,data_governance,Data Governance Office,compliance_mirror,validate_adapter_registries.py,true,compliance.rpa_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/RPA_ADAPTER_REGISTRY.csv,true,rpa_adapter_registry,20260609120200_p95_gov7_rpa_adapter_registry_mirror.sql,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-7 9th adapter DDL+emit wired
gov_envoy_tech_lab_madeira_persistence_vehicle_registry,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/dimensions/MADEIRA_PERSISTENCE_VEHICLE_REGISTRY.csv,Envoy_Tech_Lab,System Owner,git_only,validate_madeira_persistence_vehicle.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/dimensions/MADEIRA_PERSISTENCE_VEHICLE_REGISTRY.csv,false,,,false,madeira_persistence_vehicle_id,2026-06-09,D-IH-95-J,active,P95-GOV-6 HLK dispatch --strict
gov_envoy_tech_lab_madeira_tool_rbac,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/dimensions/MADEIRA_TOOL_RBAC.csv,Envoy_Tech_Lab,System Owner,git_only,validate_madeira_tool_rbac.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/dimensions/MADEIRA_TOOL_RBAC.csv,false,,,false,,2026-06-09,D-IH-95-J,active,P95-GOV-6 HLK dispatch --strict
gov_finance_governance_finops_performance_obligation_registry,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_PERFORMANCE_OBLIGATION_REGISTRY.csv,Finance_Governance,Business Controller,finops_mirror,validate_pricing_tier_registry.py,true,compliance.finops_performance_obligation_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_PERFORMANCE_OBLIGATION_REGISTRY.csv,true,finops_perf_obligation_registry,20260609120000_p95_gov7_finance_registry_mirrors.sql,true,obligation_id,2026-06-09,D-IH-95-J,active,P95-GOV-7 DDL+emit wired
gov_finance_governance_finops_tax_calendar,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_TAX_CALENDAR.csv,Finance_Governance,Business Controller,finops_mirror,validate_finops_tax_calendar.py,true,compliance.finops_tax_calendar_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/FINOPS_TAX_CALENDAR.csv,true,finops_tax_calendar,20260609120000_p95_gov7_finance_registry_mirrors.sql,true,obligation_id,2026-06-09,D-IH-95-B,active,P95-GOV-7 DDL+emit wired
gov_finance_governance_pricing_tier_registry,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/PRICING_TIER_REGISTRY.csv,Finance_Governance,Business Controller,finops_mirror,validate_pricing_tier_registry.py,true,compliance.pricing_tier_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/dimensions/PRICING_TIER_REGISTRY.csv,true,pricing_tier_registry,20260609120000_p95_gov7_finance_registry_mirrors.sql,true,pricing_tier_id,2026-06-09,D-IH-95-B,active,P95-GOV-7 DDL+emit wired
gov_marketing_experimentation_attribution_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Experimentation/canonicals/dimensions/ATTRIBUTION_ADAPTER_REGISTRY.csv,Marketing_Experimentation,Experimentation,compliance_mirror,validate_adapter_registries.py,true,compliance.attribution_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Experimentation/canonicals/dimensions/ATTRIBUTION_ADAPTER_REGISTRY.csv,true,attribution_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_marketing_reach_communication_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/COMMUNICATION_ADAPTER_REGISTRY.csv,marketing_reach,Reach,compliance_mirror,validate_adapter_registries.py,true,compliance.communication_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/COMMUNICATION_ADAPTER_REGISTRY.csv,true,communication_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_marketing_reach_crm_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/CRM_ADAPTER_REGISTRY.csv,marketing_reach,Reach,compliance_mirror,validate_adapter_registries.py,true,compliance.crm_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/CRM_ADAPTER_REGISTRY.csv,true,crm_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_marketing_reach_email_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/EMAIL_ADAPTER_REGISTRY.csv,marketing_reach,Reach,compliance_mirror,validate_adapter_registries.py,true,compliance.email_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/EMAIL_ADAPTER_REGISTRY.csv,true,email_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_marketing_reach_scheduling_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/SCHEDULING_ADAPTER_REGISTRY.csv,marketing_reach,Reach,compliance_mirror,validate_adapter_registries.py,true,compliance.scheduling_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/SCHEDULING_ADAPTER_REGISTRY.csv,true,scheduling_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_operations_revops_billing_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/BILLING_ADAPTER_REGISTRY.csv,Operations_RevOps,RevOps,compliance_mirror,validate_adapter_registries.py,true,compliance.billing_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/BILLING_ADAPTER_REGISTRY.csv,true,billing_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_operations_revops_engagement_template_registry,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/ENGAGEMENT_TEMPLATE_REGISTRY.csv,Operations_RevOps,RevOps Manager,compliance_mirror,validate_engagement_template_registry.py,true,compliance.engagement_template_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/ENGAGEMENT_TEMPLATE_REGISTRY.csv,true,engagement_template_registry,,true,template_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_operations_revops_revops_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/REVOPS_ADAPTER_REGISTRY.csv,Operations_RevOps,RevOps,compliance_mirror,validate_adapter_registries.py,true,compliance.revops_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/REVOPS_ADAPTER_REGISTRY.csv,true,revops_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_operations_smo_service_catalog,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SERVICE_CATALOG.csv,Operations_SMO,SMO Lead,git_only,validate_service_catalog.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SERVICE_CATALOG.csv,true,service_catalog,,false,,2026-06-09,D-IH-95-B,active,P95-GOV-4 validator + index backfill complete
gov_operations_smo_contract_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/dimensions/CONTRACT_ADAPTER_REGISTRY.csv,Operations_SMO,SMO,compliance_mirror,validate_adapter_registries.py,true,compliance.contract_adapter_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/dimensions/CONTRACT_ADAPTER_REGISTRY.csv,true,contract_adapter_registry,,true,adapter_id,2026-06-09,D-IH-95-B,active,P95-GOV-5 emit wired
gov_people_compliance_canonical_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/CANONICAL_REGISTRY.csv,people_compliance,System Owner,git_only,validate_canonical_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/CANONICAL_REGISTRY.csv,true,,,false,canonical_id,2026-06-09,D-IH-95-J,active,Meta-registry; validate_hlk --strict; P95-GOV-6
gov_people_compliance_cycle_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/CYCLE_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_cycle_register.py,true,compliance.cycle_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/CYCLE_REGISTER.csv,true,cycle_register,,true,cycle_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_decision_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/DECISION_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_decision_register.py,true,compliance.decision_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/DECISION_REGISTER.csv,true,decision_register,,true,decision_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_initiative_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/INITIATIVE_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_initiative_registry.py,true,compliance.initiative_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/INITIATIVE_REGISTRY.csv,true,initiative_registry,,true,initiative_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_ops_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/OPS_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_ops_register.py,true,compliance.ops_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/OPS_REGISTER.csv,true,ops_register,,true,ops_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_repository_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/REPOSITORY_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_repository_registry.py,true,compliance.repository_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/REPOSITORY_REGISTRY.csv,true,repository_registry,,true,repository_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_repo_health_snapshot,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/REPO_HEALTH_SNAPSHOT.csv,people_compliance,Compliance,compliance_mirror,validate_repo_health_snapshot.py,true,compliance.repo_health_snapshot_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/REPO_HEALTH_SNAPSHOT.csv,true,repo_health_snapshot,,true,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_adviser_engagement_disciplines,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/ADVISER_ENGAGEMENT_DISCIPLINES.csv,people_compliance,Compliance,compliance_mirror,validate_adviser_disciplines.py,true,compliance.adviser_engagement_disciplines_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/ADVISER_ENGAGEMENT_DISCIPLINES.csv,true,adviser_engagement_disciplines,,true,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_adviser_open_questions,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/ADVISER_OPEN_QUESTIONS.csv,people_compliance,Compliance,compliance_mirror,validate_adviser_questions.py,true,compliance.adviser_open_questions_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/ADVISER_OPEN_QUESTIONS.csv,true,adviser_open_questions,,true,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_filed_instruments,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/FILED_INSTRUMENTS.csv,people_compliance,Compliance,compliance_mirror,validate_filed_instruments.py,true,compliance.filed_instruments_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/FILED_INSTRUMENTS.csv,true,founder_filed_instruments,,true,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_baseline_organisation,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/baseline_organisation.csv,People_Compliance,Compliance,compliance_mirror,validate_hlk.py,true,compliance.baseline_organisation_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/baseline_organisation.csv,true,baseline_organisation,,true,org_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_aic_capability_implementation_matrix,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AIC_CAPABILITY_IMPLEMENTATION_MATRIX.csv,people_compliance,System Owner,git_only,validate_aic_capability_implementation_matrix.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AIC_CAPABILITY_IMPLEMENTATION_MATRIX.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_aic_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AIC_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_aic_registry.py,true,,git_only,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AIC_REGISTRY.csv,false,,,false,aic_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_artifact_class_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ARTIFACT_CLASS_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_output_architecture_registries.py,true,compliance.artifact_class_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ARTIFACT_CLASS_REGISTRY.csv,false,,,true,artifact_class_code,2026-06-09,D-IH-95-B,active,P95-GOV-5 main-bundle promotion
gov_people_compliance_audience_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AUDIENCE_REGISTRY.csv,people_compliance,Brand,compliance_mirror,validate_audience_registry.py,true,compliance.audience_registry_mirror,active,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AUDIENCE_REGISTRY.csv,true,audience_registry,,true,audience_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_buildout_backlog,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/BUILDOUT_BACKLOG.csv,people_compliance,System Owner,git_only,validate_buildout_backlog_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/BUILDOUT_BACKLOG.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_capability_confidence_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_CONFIDENCE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_capability_confidence_registry.py,true,,git_only,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_CONFIDENCE_REGISTRY.csv,false,,,false,capability_confidence_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_capability_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_capability_registry.py,true,,git_only,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_REGISTRY.csv,false,,,false,capability_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_capability_alpha_crosswalk,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_ALPHA_CROSSWALK.csv,people_compliance,System Owner,git_only,validate_capability_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_ALPHA_CROSSWALK.csv,false,,,false,crosswalk_id,2026-06-15,D-IH-76-Q,active,
gov_people_compliance_channel_touchpoint_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CHANNEL_TOUCHPOINT_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_channel_touchpoint_registry.py,true,compliance.channel_touchpoint_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CHANNEL_TOUCHPOINT_REGISTRY.csv,true,channel_touchpoint_registry,,true,channel_touchpoint_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_component_primitive_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COMPONENT_PRIMITIVE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_output_architecture_registries.py,true,compliance.component_primitive_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COMPONENT_PRIMITIVE_REGISTRY.csv,false,,,true,component_primitive_code,2026-06-09,D-IH-95-B,active,P95-GOV-5 main-bundle promotion
gov_people_compliance_country_work_calendar,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COUNTRY_WORK_CALENDAR.csv,people_compliance,Compliance,compliance_mirror,validate_compliance_schema_drift.py,true,compliance.country_work_calendar_mirror,active,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COUNTRY_WORK_CALENDAR.csv,true,country_work_calendar,,true,,2026-06-09,D-IH-95-J,active,Gap-splice OPS-86-15; schema-drift via validate_hlk umbrella
gov_people_compliance_engagement_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ENGAGEMENT_REGISTRY.csv,people_compliance,PMO,compliance_mirror,validate_mirror_emit_contract.py,true,compliance.engagement_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ENGAGEMENT_REGISTRY.csv,true,engagement_registry,,true,engagement_id,2026-06-09,D-IH-95-J,active,P95-GOV-5 emit + P95-GOV-6 plane1 hardening
gov_people_compliance_goi_poi_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/GOI_POI_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_goipoi_register.py,true,compliance.goipoi_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/GOI_POI_REGISTER.csv,true,goi_poi_register,,true,goi_poi_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_knowledge_pairing_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/KNOWLEDGE_PAIRING_REGISTRY.csv,people_compliance,System Owner,git_only,validate_knowledge_pairing_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/KNOWLEDGE_PAIRING_REGISTRY.csv,false,,,false,knowledge_pairing_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_madeira_aic_per_task_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/MADEIRA_AIC_PER_TASK_REGISTRY.csv,people_compliance,System Owner,git_only,validate_madeira_aic_per_task.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/MADEIRA_AIC_PER_TASK_REGISTRY.csv,false,,,false,madeira_aic_per_task_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_output_type_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/OUTPUT_TYPE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_output_architecture_registries.py,true,compliance.output_type_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/OUTPUT_TYPE_REGISTRY.csv,false,,,true,output_type_code,2026-06-09,D-IH-95-B,active,P95-GOV-5 main-bundle promotion
gov_people_compliance_people_design_pattern_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,people_compliance,PMO,compliance_mirror,validate_design_pattern_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,true,pattern_intent_ranked_regression,,false,people_design_pattern_id,2026-06-09,D-IH-95-B,active,
