item_id,item_name,area,role_owner,item_granularity,item_parent_id,description,backlog_class,demoted_at,demoted_decision_id,notes
gtm_cl_0fd8cede0f6712,Go-to-market and entity readiness — FTE optimization: Preparar versiones de teletrabajo y presencial,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_16f46540b1f140,Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_19506389fd2113,Operating model and internal controls — Intelligence absorption and placement: Asegurar procesos e infraestructura que…,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1b6d2fb3b4bcde,MADEIRA benchmarking — Evaluators,Tech,AI Engineer,process,gtm_ws_madeira_benchmark,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA benchmarking and AI ethics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1b74aa11c26612,MADEIRA delivery — Llamaindex Core,Tech,AI Engineer,process,gtm_ws_madeira_devops,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1bef4c65e967c5,Operating model and internal controls — Corporate control,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1cd52c451097c9,Team growth and talent pathways — Training and output processes: Estandarizar las fases de nuevas entradas según el buy…,People,CPO,process,gtm_ws_team_growth,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1ce9390550d234,MADEIRA UX — Speech-to-speech (conversational Ai),Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_1e813f8c8570a5,Team growth and talent pathways — Training and output processes: Preparar procesos de research y ofimática para el outp…,People,CPO,process,gtm_ws_team_growth,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_2083e7d57f31fe,Operating model and internal controls — Intelligence absorption and placement: Interfaz que simplifique el input de dat…,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_24393c17d06385,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_29a5f6a52b15f9,Go-to-market and entity readiness — Financial control: Tablas financieras,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_2a86fe54beeb84,MADEIRA UX — Text-to-text,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_2ae952ae94b393,Team growth and talent pathways — Role fit and capability gaps: Definir y buscar roles prioritarios,People,CPO,process,gtm_ws_team_growth,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_38e95efc220bcd,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",People,CPO,process,gtm_ws_team_growth,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_3a38f6c7014d3e,Service catalog and capability definition — Market demand: Basar flagships en research,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_3b697c1febacb8,MADEIRA delivery — Personality Manager Module,Tech,AI Engineer,process,gtm_ws_madeira_devops,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_3bd799aec13210,Go-to-market and entity readiness — Entity formation: Dirección social,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_3e8b5ab573de92,Service catalog and capability definition — Market demand: Conocer el estilo de consultoría que se prefiere,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_3f6681940aeaab,Service catalog and capability definition — Capability and resource inventory: Process map,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_4106a1d37422d3,MADEIRA research radar — Activism themes,Tech,AI Engineer,process,gtm_ws_madeira_radar,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_434e6039e8ec68,Service catalog and capability definition — Capability and resource inventory: Pricing por FTE de cada proceso,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_45a278c3a4778b,Go-to-market and entity readiness — Entity formation: Presupuesto autónomos,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_45fd062aaaff6c,Service catalog and capability definition — Capability and resource inventory: Procesos asignados a roles del organigra…,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_4b1030b0ba2d8f,"Brand presence and messaging — Brand messaging: Unificar la voz bajo Holistika, pero, cambiar según canal",MKT,CMO,process,gtm_ws_brand_presence,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_4b160680e2afaf,MADEIRA UX — Post Processors And Parsers,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_553039c22e9a68,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_585c46c9150e93,"Brand presence and messaging — Web and LinkedIn channels: Cuenta con mail empresa en todos los canales (IG, Facebook, L…",MKT,CMO,process,gtm_ws_brand_presence,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_5ab0e9ee478374,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_5fb394c413062c,Service catalog and capability definition — Service process documentation: Priorizar proceso por cada producto,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_6666fcd6962238,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_68f2ea7ca41cdd,MADEIRA UX — Speech-to-text,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_699cc4cd6e207d,MADEIRA research radar — Technology themes,Tech,AI Engineer,process,gtm_ws_madeira_radar,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_6f205adfbb6119,MADEIRA product delivery — Planning Phase,Tech,AI Engineer,process,gtm_ws_madeira_planning,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_6f3c1ff99ebc76,Operating model and internal controls — End-to-end operating model: Checklist,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_71a6fb2dbce712,MADEIRA UX — Self,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_735c01230d82a4,Brand presence and messaging — Brand messaging: Mensaje de valor por cada stream basado en deseos de mercado y oferta d…,MKT,CMO,process,gtm_ws_brand_presence,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_7506f05fe1f005,Service catalog and capability definition — Service process documentation: Definir proyectos internos incrementales com…,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_776150a9cd31ed,Brand presence and messaging — Brand messaging: Definir colores corporativos por cada stream,MKT,CMO,process,gtm_ws_brand_presence,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_7981fe46f14496,Research material — curated learning playlists,Research,Holistik Researcher,process,gtm_ws_research_material,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Research material and learning pipelines.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_7a454ec5fb7e4e,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_7a8ab255ca7c48,Go-to-market and entity readiness — Entity formation: Cuenta bancaria,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_7c2f86a8c5a925,Service catalog and capability definition — Service process documentation: Definir Funnel de servicio y las fases de cu…,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_814367ea727b74,MADEIRA research radar — Political themes,Tech,AI Engineer,process,gtm_ws_madeira_radar,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_8835a727fafc8c,MADEIRA UX — Text-to-speech,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_89f1c8c3b32bba,MADEIRA delivery — Llamaindex Queryengine,Tech,AI Engineer,process,gtm_ws_madeira_devops,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_8d605e43ef1def,Go-to-market and entity readiness — Go-to-market readiness,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_903c27de18165e,Service catalog and capability definition — Service definition,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_90684555501bb8,Service catalog and capability definition — Market demand: Conocer la percepción y demanda de PM,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_954e95b2e53b97,"Operating model and internal controls — End-to-end operating model: Tras documentar procesos, crear sus relaciones en c…",Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_95ccfca55c3ef6,MADEIRA UX — Knowledge Management,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_98d7a76562651a,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,People,CPO,process,gtm_ws_team_growth,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_9d17a1ce9894c5,MADEIRA research radar — Social themes,Tech,AI Engineer,process,gtm_ws_madeira_radar,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_9eb55dbcbe2b59,MADEIRA research radar — Legal themes,Tech,AI Engineer,process,gtm_ws_madeira_radar,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a2f9b65f49a925,MADEIRA UX — Is Accessible?,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a427f4b0dd3c83,Brand presence and messaging — Web and LinkedIn channels: Codebase de web (separado de ERP) con componentes optimizados…,MKT,CMO,process,gtm_ws_brand_presence,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a43b42abaf8e3c,MADEIRA UX — Colleagues,Tech,AI Engineer,process,gtm_ws_madeira_ux,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a57ff65e6109ec,Service catalog and capability definition — Service process documentation: Hacer ranking de procesos por categoría en c…,Operations,PMO,process,gtm_ws_service_catalog,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a5825f358b0d65,"Go-to-market and entity readiness — FTE optimization: Tener bien definido el plan vertical (estrategia, táctica y opera…",Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a5b7d822950329,Operating model and internal controls — End-to-end operating model: Establecer estándares,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_a813182e3a5c08,Operating model and internal controls — Infrastructure documentation: Tabla de componentes,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_aa7b490c0fca48,MADEIRA product delivery — Proof-of-concept,Tech,AI Engineer,process,gtm_ws_madeira_planning,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_ac5a89216d4ce8,Operating model and internal controls — Intelligence absorption and placement: Definir y documentar la metodología de t…,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_aeb937a98e9d97,MADEIRA delivery — Other Llamaindex Components,Tech,AI Engineer,process,gtm_ws_madeira_devops,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_afb64082295a96,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,Operations,PMO,process,gtm_ws_gtm_entity,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
gtm_cl_b0db4bd3e78efd,Operating model and internal controls — Intelligence absorption and placement: Procesos y frameworks de research,Operations,PMO,process,gtm_ws_ops_control,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,trello-task-grain,2026-06-08,D-IH-95-I,Demoted from process_list (D-IH-95-I radical cleanup); survives as a capability realization.
