source_id,prong,topic_cluster,source_title_or_owner,url,format,source_category,source_level,holistika_reliability_score,external_perceived_credibility_score,control_confidence_level,decision_use,notes
SRC-OPS-P4I-001,A,vault_canonicals,OPERATIONS_PROCESS_CATALOG.yaml,docs/references/hlk/v3.0/Admin/O5-1/Operations/canonicals/OPERATIONS_PROCESS_CATALOG.yaml,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=canonicals
SRC-OPS-P4I-012,A,vault_pmo,INVESTMENT_THESIS.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/INVESTMENT_THESIS.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-013,A,vault_pmo,MADEIRA_PLATFORM.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/MADEIRA_PLATFORM.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-014,A,vault_pmo,MARKET_THESIS.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/MARKET_THESIS.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-015,A,vault_pmo,PRICING_MODEL.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/PRICING_MODEL.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-016,A,vault_pmo,README.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/README.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-017,A,vault_pmo,SALES_MOTION.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/SALES_MOTION.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-018,A,vault_pmo,STRATEGY_DECISION_LOG.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/STRATEGY_DECISION_LOG.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-019,A,vault_pmo,UNIT_ECONOMICS.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/UNIT_ECONOMICS.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-020,A,vault_pmo,HLK_ERP_ARCHITECTURE.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/HLK_ERP_ARCHITECTURE.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-021,A,vault_pmo,KB_HUMAN_READABILITY_CHARTER.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/KB_HUMAN_READABILITY_CHARTER.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-022,A,vault_pmo,KM_CHANNEL_VALUE_NARRATIVE.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/KM_CHANNEL_VALUE_NARRATIVE.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-023,A,vault_pmo,OPERATIONAL_COHESION_DOCTRINE.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/OPERATIONAL_COHESION_DOCTRINE.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-024,A,vault_pmo,SOP-OPS_AREA_COMPLETENESS_SWEEP_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-OPS_AREA_COMPLETENESS_SWEEP_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-025,A,vault_pmo,SOP-OPS_MIRROR_EMIT_TRIGGER_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-OPS_MIRROR_EMIT_TRIGGER_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-026,A,vault_pmo,SOP-PMO_INITIATIVE_PROGRAM_ANCHORS_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_INITIATIVE_PROGRAM_ANCHORS_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-027,A,vault_pmo,SOP-PMO_OPERATIONAL_COHESION_INDEX_RENDER_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_OPERATIONAL_COHESION_INDEX_RENDER_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-028,A,vault_pmo,SOP-PMO_OPERATOR_INBOX_RENDER_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_OPERATOR_INBOX_RENDER_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-029,A,vault_pmo,SOP-PMO_VAULT_PROMOTION_GATE_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_VAULT_PROMOTION_GATE_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-030,A,vault_pmo,SOP-PMO_WIP_DASHBOARD_RENDER_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_WIP_DASHBOARD_RENDER_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-031,A,vault_pmo,TOPIC_PMO_CLIENT_DELIVERY_HUB.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/TOPIC_PMO_CLIENT_DELIVERY_HUB.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-032,A,vault_pmo,WORKSPACE_BLUEPRINT_HOLISTIKA.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/WORKSPACE_BLUEPRINT_HOLISTIKA.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-033,A,vault_pmo,EXTERNAL_ADVISER_ROUTER.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/EXTERNAL_ADVISER_ROUTER.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-034,A,vault_pmo,HOLISTIK_OPS_DISCOVERY.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/HOLISTIK_OPS_DISCOVERY.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-035,A,vault_pmo,README.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/imports/README.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-036,A,vault_pmo,trello_board_67697e19_archive_slice.json,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/imports/trello_board_67697e19_archive_slice.json,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-037,A,vault_pmo,trello_board_67697e19_full_formatted.json,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/imports/trello_board_67697e19_full_formatted.json,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-038,A,vault_pmo,trello_board_67697e19_primary.json,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/imports/trello_board_67697e19_primary.json,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-039,A,vault_pmo,README.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/programs/PRJ-HOL-FOUNDING-2026/README.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-040,A,vault_pmo,README.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/programs/PRJ-HOL-KIR-2026/README.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-041,A,vault_pmo,RESEARCH_BACKLOG_TRELLO_REGISTRY.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/RESEARCH_BACKLOG_TRELLO_REGISTRY.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-042,A,vault_pmo,SOP-EXTERNAL_ADVISER_ENGAGEMENT_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-EXTERNAL_ADVISER_ENGAGEMENT_001.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-043,A,vault_pmo,SOP-GTM_WEEKLY_METRICS_REVIEW_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-GTM_WEEKLY_METRICS_REVIEW_001.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-044,A,vault_pmo,SOP-INITIATIVE_GOVERNANCE_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-INITIATIVE_GOVERNANCE_001.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-045,A,vault_pmo,SOP-INITIATIVE_PROCESS_HARMONISATION_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-INITIATIVE_PROCESS_HARMONISATION_001.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-046,A,vault_pmo,SOP-PMO_PROCESS_LIST_CSV_MAINTENANCE_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-PMO_PROCESS_LIST_CSV_MAINTENANCE_001.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-047,A,vault_pmo,TEMPLATE_OUTBOUND_BRIEF_en.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/sourcing-briefs/TEMPLATE_OUTBOUND_BRIEF_en.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-048,A,vault_pmo,TEMPLATE_OUTBOUND_BRIEF_es.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/sourcing-briefs/TEMPLATE_OUTBOUND_BRIEF_es.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-049,A,vault_pmo,TEMPLATE_OUTBOUND_BRIEF_fr.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/sourcing-briefs/TEMPLATE_OUTBOUND_BRIEF_fr.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=PMO
SRC-OPS-P4I-050,A,vault_readme.md,README.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/README.md,report,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=README.md
SRC-OPS-P4I-051,A,vault_revops,BILLING_ADAPTER_REGISTRY.csv,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/BILLING_ADAPTER_REGISTRY.csv,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-052,A,vault_revops,ENGAGEMENT_TEMPLATE_REGISTRY.csv,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/ENGAGEMENT_TEMPLATE_REGISTRY.csv,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-053,A,vault_revops,REVOPS_ADAPTER_REGISTRY.csv,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/REVOPS_ADAPTER_REGISTRY.csv,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-054,A,vault_revops,REVOPS_AREA_CHARTER.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/REVOPS_AREA_CHARTER.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-055,A,vault_revops,REVOPS_PROCESS_CATALOG.yaml,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/REVOPS_PROCESS_CATALOG.yaml,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-056,A,vault_revops,SOP-ENGAGEMENT_SCAFFOLDING_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-ENGAGEMENT_SCAFFOLDING_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-057,A,vault_revops,SOP-ENGAGEMENT_TEMPLATE_PROMOTION_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-ENGAGEMENT_TEMPLATE_PROMOTION_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-058,A,vault_revops,SOP-FINOPS_BRIDGE_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-FINOPS_BRIDGE_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-059,A,vault_revops,SOP-LEGAL_TEMPLATE_FIRE_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-LEGAL_TEMPLATE_FIRE_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-060,A,vault_revops,SOP-MADEIRA_REVOPS_HANDOFF_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-MADEIRA_REVOPS_HANDOFF_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-061,A,vault_revops,SOP-PEOPLE_ENGAGEMENT_HANDOFF_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-PEOPLE_ENGAGEMENT_HANDOFF_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-062,A,vault_revops,SOP-PERSONA_AUDIT_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-PERSONA_AUDIT_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-063,A,vault_revops,SOP-REVENUE_ROLLUP_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-REVENUE_ROLLUP_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-064,A,vault_revops,SOP-REVOPS_QBR_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-REVOPS_QBR_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=RevOps
SRC-OPS-P4I-065,A,vault_smo,CONTRACT_ADAPTER_REGISTRY.csv,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/dimensions/CONTRACT_ADAPTER_REGISTRY.csv,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=SMO
SRC-OPS-P4I-066,A,vault_smo,SERVICE_CATALOG.csv,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SERVICE_CATALOG.csv,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=SMO
SRC-OPS-P4I-067,A,vault_smo,SLA_MATRIX.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SLA_MATRIX.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=SMO
SRC-OPS-P4I-068,A,vault_smo,SOP-SERVICE_MGMT_001.md,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SOP-SERVICE_MGMT_001.md,internal_canonical,CORPINT,5.1,5,3,Safe,def-area,Operations vault asset; sub=SMO
SRC-OPS-P4I-069,A,process_list_ops,Think Big Operational Excellence,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_prj_1,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-070,A,process_list_ops,Think Big PMO and operating model program,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#hlk_prog_think_big_pmo,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-071,A,process_list_ops,Engage,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_ws_1,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-072,A,process_list_ops,Project Estimation,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_ws_2,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-073,A,process_list_ops,Stakeholder and Communications,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_ws_3,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-074,A,process_list_ops,Delivery Management,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#hol_ops_dtp_71,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-075,A,process_list_ops,Flow Design,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#tbd_tbd_dtp_73,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-076,A,process_list_ops,Flow Parameter Input,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#tbd_tbd_dtp_74,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-077,A,process_list_ops,Project charter,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_79,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-078,A,process_list_ops,Meeting Preparation,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_96,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-079,A,process_list_ops,List of Requirements,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_97,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-080,A,process_list_ops,List Existing Use Cases,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#hol_opera_dtp_103,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-081,A,process_list_ops,Document,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_107,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-082,A,process_list_ops,Design Process Flow,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_108,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-083,A,process_list_ops,List Dependencies,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_113,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-084,A,process_list_ops,Plan,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_120,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-085,A,process_list_ops,List Objectives,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_121,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-086,A,process_list_ops,List Deliverables,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_122,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-087,A,process_list_ops,Define Success,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_123,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-088,A,process_list_ops,List Success Metrics,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_124,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-089,A,process_list_ops,Define Stakeholders,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_127,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-090,A,process_list_ops,Define Project Budget,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_128,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-091,A,process_list_ops,Define Project Scope,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_129,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-092,A,process_list_ops,Time Estimations,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_132,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-093,A,process_list_ops,Effort Estimations,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_133,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-094,A,process_list_ops,Budget Estimations,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_134,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-095,A,process_list_ops,Declare Min,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_135,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-096,A,process_list_ops,Declare Par,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_136,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-097,A,process_list_ops,Declare Max,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#thi_opera_dtp_137,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
SRC-OPS-P4I-098,A,process_list_ops,Identify Resistances,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv#tbd_tbd_dtp_138,dataset,CORPINT,5.2,5,3,Safe,def-gap,sub_area=; paired=False
