source_id,prong,topic_cluster,source_title_or_owner,url,format,source_category,source_level,holistika_reliability_score,external_perceived_credibility_score,control_confidence_level,decision_use,notes
SRC-HAC-AOS-003,BL-ENVOY,aos_seed_internal_agentic_doctrine,HOLISTIKA_AGENTIC_DOCTRINE (internal People canonical),docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_AGENTIC_DOCTRINE.md,internal_canonical,CORPINT,4.1,5,2,Safe,MADEIRA-as-role-class-archetype + ownership split,R1 seed from agentic-os pack; orig=SRC-CORP-03
SRC-HAC-AOS-004,BL-OPS,aos_seed_kirbe_ingestion_schema,confidence_levels.md + source_taxonomy.md (KiRBe ingestion schema lineage),docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/source_taxonomy.md,internal_canonical,CORPINT,4.1,5,2,Safe,KiRBe dual-credibility ingestion model,R1 seed from agentic-os pack; orig=SRC-CORP-04
SRC-HAC-I-005,BL-LEGAL,corpint_canon,DERIVED_RECALL_DISCIPLINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/DERIVED_RECALL_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-006,BL-LEGAL,corpint_canon,METHODOLOGY_DISCIPLINE_CHARTER,docs/references/hlk/v3.0/Research/Methodology/canonicals/METHODOLOGY_DISCIPLINE_CHARTER.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-007,BL-RESEARCH,corpint_canon,RESEARCH_ACTION_DISCIPLINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/RESEARCH_ACTION_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-008,BL-LEGAL,corpint_canon,RESEARCH_RADAR_DISCIPLINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/RESEARCH_RADAR_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-009,BL-RESEARCH,corpint_canon,SOP-RESEARCH_ACTION_001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_ACTION_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-010,BL-MKT,corpint_canon,SOP-RESEARCH_OUTAKE_HANDOFF_001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_OUTAKE_HANDOFF_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-011,BL-RESEARCH,corpint_canon,SOP-RESEARCH_RADAR_001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_RADAR_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-012,BL-LEGAL,corpint_canon,SOP-RESEARCH_SUBSTRATE_AUDIT_CADENCE_001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_SUBSTRATE_AUDIT_CADENCE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-013,BL-ENVOY,corpint_canon,SUBSTRATE_LANDSCAPE_DOCTRINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/SUBSTRATE_LANDSCAPE_DOCTRINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-014,BL-ENVOY,corpint_canon,README,docs/references/hlk/v3.0/Research/Methodology/Deep-Research/README.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-015,BL-LEGAL,corpint_canon,README,docs/references/hlk/v3.0/Research/Methodology/Pillars/README.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-016,BL-LEGAL,corpint_canon,README,docs/references/hlk/v3.0/Research/Methodology/README.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-017,BL-RESEARCH,corpint_canon,README,docs/references/hlk/v3.0/Research/Methodology/Techniques/README.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-018,BL-DATA,corpint_canon,AREA_GOVERNANCE_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/AREA_GOVERNANCE_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-019,BL-LEGAL,corpint_canon,ARTIFACT_CLASS_LIBRARY,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/ARTIFACT_CLASS_LIBRARY.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-020,BL-DATA,corpint_canon,COLLABORATOR_SHARE_DOCTRINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/COLLABORATOR_SHARE_DOCTRINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-021,BL-MKT,corpint_canon,COMPONENT_PRIMITIVE_LIBRARY,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/COMPONENT_PRIMITIVE_LIBRARY.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-022,BL-LEGAL,corpint_canon,FOUNDER_BIO,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_BIO.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-023,BL-DATA,corpint_canon,FOUNDER_CORPUS_INVENTORY,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_CORPUS_INVENTORY.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-024,BL-LEGAL,corpint_canon,FOUNDER_METHODOLOGY_VERSIONING,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_METHODOLOGY_VERSIONING.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-025,BL-LEGAL,corpint_canon,FOUNDER_TRAJECTORY_INTERNAL,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_TRAJECTORY_INTERNAL.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-026,BL-MKT,corpint_canon,HOLISTIKA_CAPABILITY_DOCTRINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_CAPABILITY_DOCTRINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-027,BL-LEGAL,corpint_canon,HOLISTIKA_ORGANISING_DOCTRINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_ORGANISING_DOCTRINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-028,BL-MKT,corpint_canon,HOLISTIKA_QUALITY_FABRIC,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_QUALITY_FABRIC.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-029,BL-TECH,corpint_canon,HOLISTIKA_STAKEHOLDER_LENSES.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_STAKEHOLDER_LENSES.addendum.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-030,BL-ENVOY,corpint_canon,HOLISTIKA_STAKEHOLDER_LENSES,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_STAKEHOLDER_LENSES.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-031,BL-DATA,corpint_canon,INDEX_INTEGRITY_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/INDEX_INTEGRITY_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-032,BL-LEGAL,corpint_canon,INTENT_RANKED_REGRESSION_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/INTENT_RANKED_REGRESSION_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-033,BL-DATA,corpint_canon,INTER_WAVE_REGRESSION_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/INTER_WAVE_REGRESSION_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-034,BL-DATA,corpint_canon,LOGIC_CHANGE_LOG,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/LOGIC_CHANGE_LOG.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-035,BL-MKT,corpint_canon,OUTPUT_TYPE_LIBRARY,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/OUTPUT_TYPE_LIBRARY.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-036,BL-OPS,corpint_canon,PASS_WITH_FOLLOWUP_GOVERNANCE_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/PASS_WITH_FOLLOWUP_GOVERNANCE_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-037,BL-MKT,corpint_canon,PEOPLE_AREA_RESTRUCTURE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/PEOPLE_AREA_RESTRUCTURE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-038,BL-DATA,corpint_canon,PEOPLE_DESIGN_PATTERN_LIBRARY,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/PEOPLE_DESIGN_PATTERN_LIBRARY.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-039,BL-LEGAL,corpint_canon,RESEARCH_HEAD_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/RESEARCH_HEAD_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-040,BL-LEGAL,corpint_canon,SOP-PEOPLE_AGENTIC_OPERATIONS_001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AGENTIC_OPERATIONS_001.addendum.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-041,BL-LEGAL,corpint_canon,SOP-PEOPLE_AGENTIC_OPERATIONS_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AGENTIC_OPERATIONS_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-042,BL-DATA,corpint_canon,SOP-PEOPLE_AREA_GOVERNANCE_001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AREA_GOVERNANCE_001.addendum.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-043,BL-OPS,corpint_canon,SOP-PEOPLE_AREA_GOVERNANCE_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AREA_GOVERNANCE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-044,BL-DATA,corpint_canon,SOP-PEOPLE_COLLABORATOR_SHARE_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_COLLABORATOR_SHARE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-045,BL-ENVOY,corpint_canon,SOP-PEOPLE_CROSS_AREA_BREAKTHROUGH_001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_CROSS_AREA_BREAKTHROUGH_001.addendum.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-046,BL-LEGAL,corpint_canon,SOP-PEOPLE_CROSS_AREA_BREAKTHROUGH_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_CROSS_AREA_BREAKTHROUGH_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-047,BL-LEGAL,corpint_canon,SOP-PEOPLE_INDEX_INTEGRITY_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INDEX_INTEGRITY_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-048,BL-OPS,corpint_canon,SOP-PEOPLE_INTENT_RANKED_REGRESSION_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INTENT_RANKED_REGRESSION_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-049,BL-LEGAL,corpint_canon,SOP-PEOPLE_INTER_WAVE_REGRESSION_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INTER_WAVE_REGRESSION_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-050,BL-LEGAL,corpint_canon,SOP-PEOPLE_PWF_GOVERNANCE_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_PWF_GOVERNANCE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-051,BL-LEGAL,corpint_canon,SOP-PEOPLE_SYNTHESIS_BEFORE_TRANCHE_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_SYNTHESIS_BEFORE_TRANCHE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-052,BL-LEGAL,corpint_canon,SOP-PEOPLE_UAT_GOVERNANCE_001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UAT_GOVERNANCE_001.addendum.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-053,BL-MKT,corpint_canon,SOP-PEOPLE_UAT_GOVERNANCE_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UAT_GOVERNANCE_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-054,BL-LEGAL,corpint_canon,SOP-PEOPLE_UX_RESEARCH_001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UX_RESEARCH_001.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-055,BL-MKT,corpint_canon,SYNTHESIS_BEFORE_TRANCHE_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SYNTHESIS_BEFORE_TRANCHE_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-056,BL-LEGAL,corpint_canon,UAT_DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/UAT_DISCIPLINE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-057,BL-ENVOY,corpint_canon,akos-aic-delegation,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/rules/akos-aic-delegation.mdc,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-058,BL-OPS,corpint_canon,akos-inline-ratification,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/rules/akos-inline-ratification.mdc,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-059,BL-OPS,corpint_canon,SKILL,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/skills/aic-delegation-craft/SKILL.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-060,BL-DATA,corpint_canon,SKILL,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/skills/inline-ratify-craft/SKILL.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-061,BL-RESEARCH,corpint_canon,SKILL,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/skills/research-action-craft/SKILL.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-062,BL-LEGAL,corpint_canon,SKILL,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/skills/research-radar-craft/SKILL.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=corpint_canon
SRC-HAC-I-063,BL-RESEARCH,agentic_os_pack,aos-branding-forward-charter,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/aos-branding-forward-charter.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-064,BL-RESEARCH,agentic_os_pack,entity-registry-proposal-2026-05-29,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/entity-registry-proposal-2026-05-29.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-065,BL-RESEARCH,agentic_os_pack,master-synthesis,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/master-synthesis.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-066,BL-RESEARCH,agentic_os_pack,operator-ratification-2026-05-29,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/operator-ratification-2026-05-29.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-067,BL-RESEARCH,agentic_os_pack,README,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/README.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-068,BL-RESEARCH,agentic_os_pack,research-action-pack,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/research-action-pack.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-069,BL-RESEARCH,agentic_os_pack,source-ledger,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/source-ledger.csv,dataset,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=agentic_os_pack
SRC-HAC-I-070,BL-TECH,akos_runtime,cursor-rule-tiers,https://github.com/FraysaXII/openclaw-akos/blob/main/config/cursor-rule-tiers.json,internal_canonical,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-071,BL-TECH,akos_runtime,hooks,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/hooks.json,internal_canonical,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-072,BL-TECH,akos_runtime,executor,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/agents/executor.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-073,BL-TECH,akos_runtime,planner,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/agents/planner.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-074,BL-TECH,akos_runtime,reviewer,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/agents/reviewer.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-075,BL-TECH,akos_runtime,cursor-two-seat-routing,docs/guides/cursor-two-seat-routing.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-076,BL-TECH,akos_runtime,AGENTIC_FRAMEWORK_LANDSCAPE,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/AGENTIC_FRAMEWORK_LANDSCAPE.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-077,BL-TECH,akos_runtime,verify,https://github.com/FraysaXII/openclaw-akos/blob/main/scripts/verify.py,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-078,BL-TECH,akos_runtime,release-gate,https://github.com/FraysaXII/openclaw-akos/blob/main/scripts/release-gate.py,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=akos_runtime
SRC-HAC-I-079,BL-OPS,i94_ops_session,i94-operations-area-research-synthesis-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-area-research-synthesis-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-080,BL-OPS,i94_ops_session,i94-operations-cross-area-execution-map-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-cross-area-execution-map-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-081,BL-OPS,i94_ops_session,i94-operations-master-sweep-design-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-master-sweep-design-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-082,BL-OPS,i94_ops_session,i94-operations-operational-sweep-charter-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-operational-sweep-charter-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-083,BL-OPS,i94_ops_session,i94-operations-operational-sweep-thinking-synthesis-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-operational-sweep-thinking-synthesis-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-084,BL-OPS,i94_ops_session,i94-operations-p4-p6-execution-spec-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-p4-p6-execution-spec-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
SRC-HAC-I-085,BL-OPS,i94_ops_session,i94-operations-p4-wave2-research-synthesis-2026-06-10,docs/wip/planning/94-area-architecture-and-completeness-v2/reports/i94-operations-p4-wave2-research-synthesis-2026-06-10.md,report,CORPINT,5.1,5,2,Safe,def-orchestration,R1 harvest; cluster=i94_ops_session
