phase,commit_sha,commit_date,change_kind,lines_delta,repo,file_path,file_kind,role_owner,area,entity,decision_ids,process_ids,linked_canonicals,validators_run,requires_operator_gate,change_summary,notes
I96-P5,pending,2026-06-11,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/ledger-to-vault-ingest-contract.md,planning,System Owner,Research,Holistika,D-IH-96-C,,,validate_hlk.py,no,KiRBe ledger to vault ingest contract handoff I83.,initiative-meta
I96-P6,pending,2026-06-11,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/reports/research-center-page-spec-2026-06-11.md,planning,System Owner,Research,Holistika,D-IH-96-B,,,validate_hlk.py,no,Research Center four-panel page spec.,initiative-meta
I96-P0E,pending,2026-06-11,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/reports/exploration-matrix-2026-06-11.md,planning,PMO,Research,Holistika,D-IH-96-A,,,validate_hlk.py,no,Exploration matrix session incorporation.,initiative-meta
I96-P0-registry,pending,2026-06-11,data-row-append,+1,openclaw-akos,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/INITIATIVE_REGISTRY.csv,canonical,PMO,Admin,Holistika,D-IH-96-A,,INITIATIVE_REGISTRY.csv,validate_hlk.py,yes,INIT-OPENCLAW_AKOS-96 registry row.,canonical-CSV gate
I96-P0-registry,pending,2026-06-11,data-row-append,+2,openclaw-akos,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/DECISION_REGISTER.csv,canonical,PMO,Admin,Holistika,D-IH-96-A;D-IH-96-E,,DECISION_REGISTER.csv,validate_hlk.py,yes,D-IH-96-A and D-IH-96-E decisions.,canonical-CSV gate
I96-P0-registry,pending,2026-06-11,modified,+1,openclaw-akos,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/INITIATIVE_DEPENDENCIES.md,canonical,PMO,Admin,Holistika,D-IH-96-A,,,validate_hlk.py,no,I96 dependency node and edges.,initiative-meta
I96-P0-registry,pending,2026-06-11,modified,+1,openclaw-akos,docs/wip/planning/README.md,planning,PMO,Admin,Holistika,D-IH-96-A,,,validate_index_freshness.py,no,Planning README row 96.,index integrity
I96-P0-registry,pending,2026-06-11,modified,+1,openclaw-akos,docs/wip/planning/95-canonical-articulation-model/i95-initiative-cluster-map.md,planning,PMO,Research,Holistika,D-IH-96-A,,,validate_hlk.py,no,I95 cluster map I96 consume produce columns.,initiative-meta
I96-P0-registry,pending,2026-06-11,modified,+1,openclaw-akos,docs/wip/planning/_candidates/i-nn-research-data-management-and-feed-delivery.md,planning,PMO,Research,Holistika,D-IH-96-A,,,validate_hlk.py,no,Candidate promoted_active to I96.,initiative-meta
I96-TrackA,0fce2cae,2026-06-11,research,+466,openclaw-akos,docs/wip/intelligence/akos-automation-os-governance-2026-06-10/source-ledger.csv,planning,Research Director,Research,Holistika,D-IH-96-A,,,validate_research_action.py,no,Automation OS R7-R12 bootstrap 949 cumulative rows.,session-arc
I96-TrackA,0fce2cae,2026-06-11,created,+6,openclaw-akos,docs/wip/intelligence/akos-automation-os-governance-2026-06-10/tranche-r7-regression.md,planning,Research Director,Research,Holistika,D-IH-96-A,,tranches/r7-manifest.json,validate_research_action.py,no,R7-R12 regression reports.,session-arc
I96-TrackA,0fce2cae,2026-06-11,created,+1,openclaw-akos,docs/wip/intelligence/akos-automation-os-governance-2026-06-10/implementation-spec-2026-06-11.md,planning,Research Director,Research,Holistika,D-IH-96-A,,,validate_research_action.py,yes,D4 implementation spec draft R12 — operator ratify before holistic R4.,session-arc
I96-D5-prep,pending,2026-06-11,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/reports/tech-automation-registry-crosswalk-2026-06-11.md,planning,PMO,Tech,Holistika,D-IH-96-A,,OPERATIONS_PROCESS_CATALOG.yaml,validate_hlk.py,no,Tech automation registry crosswalk D5 prep.,initiative-meta
I96-P0-UAT,pending,2026-06-11,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/reports/uat-i96-p0-program-mint-2026-06-11.md,planning,PMO,Research,Holistika,D-IH-96-A;D-IH-96-E,,INITIATIVE_REGISTRY.csv,validate_uat_report.py,no,P0 program mint UAT initiative stays ACTIVE.,closure-uat
I96-TrackD,pending,2026-06-11,modified,+1,hlk-erp,app/research-center/page.tsx,ui,System Owner,Research,Holistika,D-IH-96-B,,reports/research-center-page-spec-2026-06-11.md,,no,HLK-ERP Research Center v1 four panels.,sibling repo
I96-TrackD,pending,2026-06-11,created,+10,hlk-erp,app/api/research-center/,api,System Owner,Research,Holistika,D-IH-96-B,,lib/research-center/,npm run typecheck,no,Research Center BFF routes wip-packs ledger-stats radar-queue.,sibling repo
P9b-prong,pending,2026-06-13,research,+400,openclaw-akos,docs/wip/intelligence/akos-automation-os-governance-2026-06-10/source-ledger.csv,planning,Research Director,Research,Holistika,D-IH-96-H,,RESEARCH_PRONG_LATTICE_DISCIPLINE.md,validate_research_action.py,no,95 prong cells normalized to BL-* baseline IDs.,P9b hard dep
P9b-prong,pending,2026-06-13,research,+305,openclaw-akos,docs/wip/intelligence/holistic-agentic-capability-orchestration-2026-06-10/source-ledger.csv,planning,Research Director,Research,Holistika,D-IH-96-H,,,validate_research_action.py,no,305 prong cells normalized to BL-* baseline IDs.,P9b hard dep
P9b-prong,pending,2026-06-13,created,+1,openclaw-akos,akos/research_ledger_ops.py,code,Research Director,Research,Holistika,D-IH-96-H,,,pytest,no,P7-AGENT-CLI alias + normalize_ledger_prong_rows helper.,engine
P9b-prong,pending,2026-06-13,modified,+1,openclaw-akos,scripts/research_ledger.py,code,Research Director,Research,Holistika,D-IH-96-H,,,pytest,no,normalize-prongs subcommand.,engine
P9b-prong,pending,2026-06-13,created,+1,openclaw-akos,docs/wip/planning/96-research-data-plane-and-research-center/reports/p9b-prong-ssot-fix-2026-06-13.md,planning,PMO,Research,Holistika,D-IH-96-H;D-IH-96-J,,,validate_research_action.py,no,P9b prong SSOT fix report unblocks Phase A.,P9b
