canonical_id,name,owning_area,owning_role,file_path,artifact_type,supabase_schema,mirror_table,view_name,panel_slot,classification,confidentiality,last_review,validator,status,notes
founder_filed_instruments,Founder Filed Instruments,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/advops/FILED_INSTRUMENTS.csv,csv,people_compliance,compliance.filed_instruments_mirror,,,fact,confidential,2026-05-23,validate_filed_instruments.py,active,I81 P2 T3 (D-IH-81-S 2026-05-23): moved + renamed canonicals/FOUNDER_FILED_INSTRUMENTS.csv -> canonicals/advops/FILED_INSTRUMENTS.csv; mirror table renamed; Pydantic + validator + paired-runbook renamed; deprecation aliases for one initiative cycle (removal at I81 P9). Registry-id 'founder_filed_instruments' retained for downstream stability.
component_service_matrix,Component Service Matrix,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/techops/COMPONENT_SERVICE_MATRIX.csv,csv,people_compliance,compliance.component_service_matrix_mirror,,,fact,confidential,2026-05-22,,active,I81 P2 Tranche T5 (D-IH-81-G-T5; 2026-05-22) relocates from canonicals root to techops/ plane per Initiative 22 forward layout. Deprecation alias supported in validators for one cycle. Previously: Phase 4.5 wave 2 promoted compliance master + dimensions to People/Compliance/canonicals/.
cycle_register,Cycle Register,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/CYCLE_REGISTER.csv,csv,people_compliance,compliance.cycle_register_mirror,,,fact,confidential,2026-05-12,validate_hlk.py,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
repo_health_snapshot,Repo Health Snapshot,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/REPO_HEALTH_SNAPSHOT.csv,csv,people_compliance,compliance.repo_health_snapshot_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
touchpoint_kit_cell_registry,Touchpoint Kit Cell Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOUCHPOINT_KIT_CELL_REGISTRY.csv,csv,people_compliance,compliance.touchpoint_kit_cell_registry_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
country_work_calendar,Country Work Calendar,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COUNTRY_WORK_CALENDAR.csv,csv,people_compliance,compliance.country_work_calendar_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
policy_register,Policy Register,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POLICY_REGISTER.csv,csv,people_compliance,compliance.policy_register_mirror,,,fact,confidential,2026-05-12,validate_hlk.py,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
persona_scenario_registry,Persona Scenario Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_SCENARIO_REGISTRY.csv,csv,people_compliance,compliance.persona_scenario_registry_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
topic_registry,Topic Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOPIC_REGISTRY.csv,csv,people_compliance,compliance.topic_registry_mirror,,,fact,confidential,2026-05-12,validate_hlk.py,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
skill_registry,Skill Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SKILL_REGISTRY.csv,csv,people_compliance,compliance.skill_registry_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
sourcing_register,Sourcing Register,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SOURCING_REGISTER.csv,csv,people_compliance,compliance.sourcing_register_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
persona_registry,Persona Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_REGISTRY.csv,csv,people_compliance,compliance.persona_registry_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
channel_touchpoint_registry,Channel Touchpoint Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CHANNEL_TOUCHPOINT_REGISTRY.csv,csv,people_compliance,compliance.channel_touchpoint_registry_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
poc_to_commercial_map,POC to Commercial Map,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POC_TO_COMMERCIAL_MAP.csv,csv,people_compliance,compliance.poc_to_commercial_map_mirror,,,fact,confidential,2026-05-12,,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
program_registry,Program Registry,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PROGRAM_REGISTRY.csv,csv,people_compliance,compliance.program_registry_mirror,,,fact,confidential,2026-05-12,validate_hlk.py,active,Phase 4.5 wave 2 promotes compliance master + dimensions to People/Compliance/canonicals/ (L6 CPO master home).
workspace_blueprint_holistika,Workspace Blueprint Holistika,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/WORKSPACE_BLUEPRINT_HOLISTIKA.md,md,operations_pmo,,,,way_of_working;selling_point,internal,2026-05-12,validate_hlk_vault_links.py,active,
km_channel_value_narrative,KM Channel Value Narrative,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/KM_CHANNEL_VALUE_NARRATIVE.md,md,operations_pmo,,,,selling_point,internal,2026-05-12,validate_brand_jargon.py,active,
topic_pmo_client_delivery_hub,Topic PMO Client Delivery Hub,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/TOPIC_PMO_CLIENT_DELIVERY_HUB.md,md,operations_pmo,,,,way_of_working,internal,2026-05-12,validate_hlk_vault_links.py,active,
sop_pmo_vault_promotion_gate_001,SOP PMO Vault Promotion Gate 001,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_VAULT_PROMOTION_GATE_001.md,sop,operations_pmo,,,,way_of_working,internal,2026-05-12,,active,
bootstrapping_plan,Bootstrapping Plan,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/BOOTSTRAPPING_PLAN.md,md,operations_pmo,,,,way_of_working,internal,2026-05-12,,active,
channel_strategy,Channel Strategy,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/CHANNEL_STRATEGY.md,md,operations_pmo,,,,way_of_working,internal,2026-05-12,,active,
market_thesis,Market Thesis,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/MARKET_THESIS.md,md,operations_pmo,,,,way_of_working;selling_point,internal,2026-05-12,,active,
strategy_decision_log,Strategy Decision Log,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/STRATEGY_DECISION_LOG.md,md,operations_pmo,,,,way_of_working,internal,2026-05-12,,active,
governance_moat,Governance Moat,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/GOVERNANCE_MOAT.md,md,operations_pmo,,,,way_of_working;selling_point,internal,2026-05-12,,active,
sop_eng_discovery_questionnaire_001,SOP Engagement Discovery Questionnaire 001,Operations,Engagement,docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/canonicals/SOP-ENG_DISCOVERY_QUESTIONNAIRE_001.md,sop,operations_engagement,,,,way_of_working,internal,2026-05-12,,active,
sop_eng_estimation_discipline_001,SOP Engagement Estimation Discipline 001,Operations,Engagement,docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/canonicals/SOP-ENG_ESTIMATION_DISCIPLINE_001.md,sop,operations_engagement,,,,way_of_working,internal,2026-05-12,,active,
sop_io_elicitation_discipline_001,SOP IO Elicitation Discipline 001,Research,Intelligence,docs/references/hlk/v3.0/Admin/O5-1/Research/Intelligence/canonicals/SOP-IO_ELICITATION_DISCIPLINE_001.md,sop,research_intelligence,,,,way_of_working,internal,2026-05-12,,active,Per D-IH-70-W: IntelligenceOps SOPs migrate under Research/Intelligence (P4.7 alignment).
sop_io_intelligence_report_001,SOP IO Intelligence Report 001,Research,Intelligence,docs/references/hlk/v3.0/Admin/O5-1/Research/Intelligence/canonicals/SOP-IO_INTELLIGENCE_REPORT_001.md,sop,research_intelligence,,,,way_of_working,internal,2026-05-12,,active,Per D-IH-70-W: IntelligenceOps SOPs migrate under Research/Intelligence (P4.7 alignment).
sop_hlk_goipoi_register_maintenance_001,SOP HLK GOI/POI Register Maintenance 001,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/SOP-HLK_GOIPOI_REGISTER_MAINTENANCE_001.md,sop,people_compliance,,,,way_of_working,internal,2026-05-12,validate_goipoi_register.py,active,
sop_hlk_transcript_redaction_001,SOP HLK Transcript Redaction 001,People,Compliance,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/SOP-HLK_TRANSCRIPT_REDACTION_001.md,sop,people_compliance,,,,way_of_working,internal,2026-05-12,,active,
brand_hierarchy_and_trademark_scope_2026_04,Brand Hierarchy and Trademark Scope 2026-04,People,Legal,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/BRAND_HIERARCHY_AND_TRADEMARK_SCOPE_2026-04.md,md,people_legal,,,,way_of_working;fact,confidential,2026-05-12,,active,
founder_entity_formation_decision_memo_2026_04,Founder Entity Formation Decision Memo 2026-04,People,Legal,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/FOUNDER_ENTITY_FORMATION_DECISION_MEMO_2026-04.md,md,people_legal,,,,fact,confidential,2026-05-12,,active,
founder_fact_pattern_related_entities,Founder Fact Pattern Related Entities,People,Legal,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/FOUNDER_FACT_PATTERN_RELATED_ENTITIES.md,md,people_legal,,,,fact,confidential,2026-05-12,,active,
trademark_filing_strategy_2026_05,Trademark Filing Strategy 2026-05,People,Legal,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/TRADEMARK_FILING_STRATEGY_2026-05.md,md,people_legal,,,,fact,confidential,2026-05-12,,active,
founder_bio,Founder Bio,People,Founder,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_BIO.md,md,people_compliance,,,,selling_point;fact,confidential,2026-05-12,,active,
founder_trajectory_internal,Founder Trajectory Internal,People,Founder,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/FOUNDER_TRAJECTORY_INTERNAL.md,md,people_compliance,,,,fact,confidential,2026-05-12,,active,
sop_hlk_tooling_standards_001,SOP HLK Tooling Standards 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-HLK_TOOLING_STANDARDS_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_cicd_baseline_001,SOP CICD Baseline 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-CICD_BASELINE_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,validate_cicd_baseline.py,active,
sop_hlk_component_service_matrix_maintenance_001,SOP HLK Component Service Matrix Maintenance 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-HLK_COMPONENT_SERVICE_MATRIX_MAINTENANCE_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_mcp_server_definition,SOP MCP Server Definition,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-MCP_SERVER_DEFINITION.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_madeira_ux_review_001,SOP MADEIRA UX Review 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-MADEIRA_UX_REVIEW_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_madeira_verdict_and_cadence_001,SOP MADEIRA Verdict and Cadence 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-MADEIRA_VERDICT_AND_CADENCE_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_madeira_scenario_lifecycle_001,SOP MADEIRA Scenario Lifecycle 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-MADEIRA_SCENARIO_LIFECYCLE_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-12,,active,
sop_external_repo_blessing_001,SOP External Repo Blessing 001,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/External Repos/SOP-EXTERNAL_REPO_BLESSING_001.md,sop,tech_envoy_lab,,,,way_of_working,internal,2026-05-12,,active,Already at Admin/O5-1/Envoy Tech Lab/; no migration; registered for completeness.
