source_id,prong,topic_cluster,source_title_or_owner,url,format,source_category,source_level,holistika_reliability_score,external_perceived_credibility_score,control_confidence_level,decision_use,notes
SRC-LIN-03,LINEAGE,karpathy_llm_os,Charles Frye LLMs and Kernels roundup incl Karpathy LLM OS sketch,http://charlesfrye.github.io/programming/2023/11/10/llms-systems.html,article,OSINT,2.3,4,3,Euclid,Karpathy LLM-OS analogy mapping,"PRO: maps Karpathy CPU=LLM / RAM=context / FS=vectorstore; event-driven OS framing. CON: Karpathy framing is a sketch/tweet, not a spec; analogy not architecture."
SRC-MOAT-01,MOAT,memory_is_the_moat,Memory Is the Moat why AI products without knowledge graphs die,https://getmanthan.com/charaka-notes/memory-is-the-moat/,article,OSINT,2.1,3,3,Keter,KB-compounding-as-moat thesis,"PRO: RAG=stateless vs KG=compounding; day-1-vs-day-91 test; cites Gartner >40% agentic projects cancelled by 2027. CON: opinion piece; Gartner stat secondhand; KG-vendor-adjacent. Cross-checks SRC-MOAT-03."
SRC-MOAT-02,MOAT,context_is_ip,Teqfocus newsletter context is your IP (Prukalpa Sankar),https://www.teqfocus.com/newsletter/april-2026-the-model-has-commoditized/,article,OSINT,4.1,3,3,Euclid,Context-as-asset commercial framing,"PRO: performance = intelligence x context; intelligence commoditized, context is the durable asset/IP. CON: newsletter; leans on one exec quote."
SRC-MOAT-03,MOAT,shared_vs_federated_memory,Knowlee Persistent Memory for AI Agents graph vs vector hybrid,https://www.knowlee.ai/blog/persistent-memory-for-ai-agents,article,OSINT,2.1,3,3,Euclid,Shared-memory-compounds vs federated-amnesia,"PRO: 'every agent writes to ONE shared memory layer compounds; federated per-agent memories do not' — directly supports AKOS single-KB substrate. CON: vendor. Cross-checks SRC-MOAT-01."
SRC-MOAT-04,MOAT,persistent_memory_digital_labor,theCUBE Research next-generation AI agents,https://thecuberesearch.com/next-generation-ai-agents/,article,OSINT,4.1,3,3,Euclid,Persistent-memory-to-digital-labor argument,"PRO: persistent memory turns episodic assistants into compounding 'digital labor'; KG + GraphRAG grounding. CON: analyst-vendor-adjacent (sponsored research shape)."
SRC-MOAT-05,MOAT,tier3_compounding_runtime,Why Hermes Agent Compounds While LangChain Stays Flat (dev.to),https://dev.to/tejas164321/why-hermes-agent-compounds-while-langchain-stays-flat-a-deep-architectural-breakdown-pck,article,OSINT,2.1,2,2,Keter,Tier-3 self-improving runtime claim,"PRO: Tier-3 runtime = persistent memory + self-created skills (40% faster); 'OpenClaw proved the concept' (relevant to AKOS substrate). CON: single-vendor benchmark; author admits '3 months is not enough to know'."
SRC-TAX-01,ENTITY-TAX,agentic_vs_rpa,SS and C Blue Prism Agentic AI vs RPA vs AI Agents,https://www.blueprism.com/resources/blog/agentic-ai-vs-rpa-vs-ai-agents-comparing/,article,OSINT,4.1,3,3,Safe,RPA-as-execution-layer vs agent-as-decision-layer,"PRO: clean split — RPA = deterministic execution layer; agentic = decision/orchestration layer; multi-agent != agentic AI. CON: RPA vendor (Blue Prism) framing."
SRC-TAX-02,ENTITY-TAX,agent_capability_tiers,Presenc AI Workflows vs Agents Capability Matrix 2026,https://presenc.ai/research/workflows-vs-agents-capability-matrix-2026,report,OSINT,2.1,4,3,Euclid,Capability-tier axis for the taxonomy,"PRO: 'most products labeled agents in 2026 are workflows'; 5-dim matrix (tool/planning/memory/error-recovery/autonomy) yields honest tiers; Tier-4 autonomous is rare. CON: small outfit; self-published."
SRC-TAX-03,ENTITY-TAX,agent_rpa_hybrid_patterns,AI Agents vs RPA in 2026 when to replace when to combine,https://aiagentrank.io/blog/ai-agents-vs-rpa-2026,article,OSINT,2.1,3,2,Safe,Hybrid agent+RPA handoff patterns,"PRO: 3 hybrid patterns (agent-front/RPA-back; RPA-front/agent-on-exceptions; agent-orchestrator-over-bots); 'decide pattern-by-pattern, no global answer'. CON: SEO-oriented content."
SRC-TAX-04,ENTITY-TAX,agent_as_a_service,Aalpha Agent as a Service AaaS comprehensive guide,https://www.aalpha.net/blog/agent-as-a-service-aaas-comprehensive-guide/,article,OSINT,2.1,2,2,Euclid,Serverless + AaaS delivery taxonomy,"PRO: covers operator's named entity types — serverless agents (Vercel/Lambda), container/microservice, self-hosted LLM-server; chatbot->RPA->copilot->agent evolution. CON: agency content-marketing; low independent rigor."
SRC-AOS-11,AOS-DEF,enterprise_aos_forecast,IBM Think 2026 AI trends (Ismael Faro on AOS),https://www.ibm.com/think/news/ai-tech-trends-predictions-2026,article,OSINT,4.1,4,4,Euclid,Credible enterprise AOS forecast + protocol convergence,"PRO: credible enterprise voice names AOS as coming foundation (standardizes orchestration/safety/compliance/resource-governance across swarms); MCP+ACP+A2A convergence. CON: vendor (IBM); forward-looking prediction not shipped product."
SRC-SKEP-01,SKEPTIC,os_metaphor_three_test_bar,Knowlee Is the OS Metaphor Right for AI Agents a Skeptical Take,https://www.knowlee.ai/blog/is-the-os-metaphor-right-for-ai-agents,article,OSINT,2.1,4,3,Euclid,Three-test bar for an earned AOS label,"PRO: the load-bearing skeptic — 'OS' is earned only if it passes (1) resource arbitration under contention (2) workspace isolation across runs (3) governance+audit on every action; else say 'domain-specific runtime'. Self-critical vendor = higher reliability."
SRC-SKEP-02,SKEPTIC,agent_washing,Seoul Economic Daily Agent Washing concerns,https://en.sedaily.com/finance/2026/05/21/aggressive-ai-marketing-race-sparks-agent-washing-concerns,article,OSINT,1.3,3,3,Safe,Agent-washing + deploy-vs-production gap,"PRO: 'agent washing' = slapping agent label on existing GenAI/automation; cites Camunda 71% using but only 11% in production. CON: regional business journalism; Camunda stat secondhand."
SRC-SKEP-03,SKEPTIC,autonomy_is_behavior,Stop Calling Everything Agentic AI (Medium),https://medium.com/@theinsightengineer/stop-calling-everything-agentic-ai-e6e315c59c26,article,OSINT,2.1,3,2,Euclid,Match-autonomy-to-the-job discipline,"PRO: autonomy is a behavior-under-uncertainty description not a quality grade; match autonomy to job; governance per autonomy tier. CON: opinion piece."
SRC-CORP-01,CORPINT,internal_aic_registry,AKOS AIC Registry (internal canonical),docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AIC_REGISTRY.csv,internal_canonical,CORPINT,4.1,5,1,Safe,AIC instances keyed on substrate x role-class,"PRO: the taxonomy spine already exists — rows for Madeira-on-Cursor, Madeira-on-OpenClaw, KiRBe-on-LlamaIndex, Cursor-borrowed; columns substrate_id + role_owner_class = operator's made-of x intent axes. CON: narrow (Holistika-own AICs only; no third-party/RPA/serverless rows yet)."
SRC-CORP-02,CORPINT,internal_substrate_landscape,SUBSTRATE_LANDSCAPE_DOCTRINE + SUBSTRATE_REGISTRY (internal),docs/references/hlk/v3.0/Admin/O5-1/Research/Methodology/canonicals/SUBSTRATE_LANDSCAPE_DOCTRINE.md,internal_canonical,CORPINT,4.1,5,2,Safe,Substrate axis (what an AIC is made of),"PRO: defines substrate = runtime+library+adapter the LLM runs in; separates substrate from LLM-choice from AIC-framing (F1-F5). CON: status review not active; substrate-scoped not AIC-class-scoped."
SRC-CORP-03,CORPINT,internal_agentic_doctrine,HOLISTIKA_AGENTIC_DOCTRINE (internal People canonical),docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_AGENTIC_DOCTRINE.md,internal_canonical,CORPINT,4.1,5,1,Safe,MADEIRA-as-role-class-archetype + ownership split,"PRO: MADEIRA = the position an AIC holds (role survives implementation swap); People owns why/what/cadence, Tech Lab owns which-tool, Ethics owns red-lines. CON: anti-jargon by construction (cannot name models)."
SRC-CORP-04,CORPINT,kirbe_ingestion_schema,confidence_levels.md + source_taxonomy.md (KiRBe ingestion schema lineage),docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/source_taxonomy.md,internal_canonical,CORPINT,4.1,5,1,Safe,KiRBe dual-credibility ingestion model,"PRO: this ledger inherits KiRBe's schema — dual credibility (external-perceived vs Holistika-internal) + source category + level + Safe/Euclid/Keter confidence + provenance. CON: legacy 'High' label normalization needed; KG schema not fully exposed here."
